Rank,Restaurant,Score,Total Reviews,Yelp Rating,Yelp Reviews,Google Rating,Google Reviews,Price,Cuisine,City,Google Maps URL,Snapshot UTC,Google Only
14,formoosa,9.5,8456,4.7,5601,4.8,2855,$$,"Taiwanese, Coffee & Tea, Noodles","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJZTRct6n_24ARBA4yx-DWDl0,2026-03-28T21:18:58.899Z,false
15,Morning Glory,8.3,8419,4.0,4894,4.3,3525,$$,Breakfast & Brunch,"San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJW8ufvdZV2YARKM3_oiB9VJc,2026-03-28T21:18:58.899Z,false
16,Cafe Sevilla of San Diego,8.3,8352,4.0,4726,4.3,3626,$$,"Spanish, Tapas/Small Plates, Music Venues","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJoURyw1lT2YARQo2InaztxQ8,2026-03-28T21:18:58.899Z,false
17,The Cheesecake Factory,7.9,7842,3.2,2563,4.3,5279,$$,"American, Desserts","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJx0JMBTFV2YARbgnOgjJujwY,2026-03-28T21:18:58.899Z,false
18,Lazy Dog Restaurant & Bar,8.5,7815,4.0,3086,4.4,4729,$$,"Burgers, Comfort Food, New American","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJxeGGDiNV2YARe140bHs8KIg,2026-03-28T21:18:58.899Z,false
19,Hodad's Downtown,8.8,7536,4.1,3139,4.6,4397,$$,"Burgers, American","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJQyH7U19T2YAR13g2kpalb8Y,2026-03-28T21:18:58.899Z,false
20,STK Steakhouse,9.0,7279,4.5,4963,4.5,2316,$$$$,"New American, Steakhouses, Lounges","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJYaRcf8hT2YAROb1Niwxt0YM,2026-03-28T21:18:58.899Z,false
21,The Prado,8.3,7041,3.9,3619,4.4,3422,$$$,"New American, Beer Bar","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ-WjoiL1U2YARRjBWbjJdeOM,2026-03-28T21:18:58.899Z,false
22,Manna Heaven BBQ,8.7,6777,4.3,4782,4.4,1995,$$$,"Korean, Barbeque","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ2xpaVZP_24AR9NtMewaANPg,2026-03-28T21:18:58.899Z,false
23,Bali Hai Restaurant,8.2,6630,3.7,3050,4.4,3580,$$,"Asian Fusion, Tiki Bars, Venues & Event Spaces","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJuRI-fnWr3oARbFcnXXJjs2M,2026-03-28T21:18:58.899Z,false
24,Flama Llama,9.4,6392,4.7,4272,4.7,2120,$$,"Latin American, Peruvian, Asian Fusion","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJiyRJSdb_24AR9M7qe8dZGBs,2026-03-28T21:18:58.899Z,false
25,Barbusa,8.6,6279,4.2,3717,4.4,2562,$$,"Italian, Seafood, Cocktail Bars","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJRVNnPbJU2YARZ_9ALuvmLuk,2026-03-28T21:18:58.899Z,false
26,Juniper and Ivy,8.6,6257,4.1,3584,4.6,2673,$$$,"New American, Bars, Tapas/Small Plates","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJU0G2erNU2YAR9XScAoqtvgU,2026-03-28T21:18:58.899Z,false
27,100s Seafood Grill Buffet,8.3,6183,3.9,2036,4.3,4147,$$$,"Buffets, Seafood, Desserts","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJoew0gAZV2YARNV4GrDaXtZQ,2026-03-28T21:18:58.899Z,false
28,Miguel's Cocina,8.4,6038,3.9,2581,4.4,3457,$$,Mexican,"San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJG-_5TMys3oAR-b8vTAy5x7w,2026-03-28T21:18:58.899Z,false
29,Cesarina,9.4,6000,4.7,3449,4.7,2551,$$$,"Italian, Cocktail Bars, Desserts","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJZxOMsDCq3oARecgeGfU0cIA,2026-03-28T21:18:58.899Z,false
30,Bencotto Italian Kitchen,8.5,5881,4.1,3570,4.5,2311,$$,"Italian, Bars, Desserts","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJPy2_FLJU2YARcFwQB7_PsZk,2026-03-28T21:18:58.899Z,false
31,El Indio Mexican Restaurant,8.2,5736,3.5,1965,4.4,3771,$$,Mexican,"San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJO8QLEC6r3oAROxq25byFAww,2026-03-28T21:18:58.899Z,false
32,Lou & Mickey's,8.8,5641,4.3,2957,4.5,2684,$$$,Steakhouses,"San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJTYZOXVpT2YARr-LvDpGXTbo,2026-03-28T21:18:58.899Z,false
33,Bluewater Grill,8.5,5547,4.1,2445,4.4,3102,$$$,"Seafood, Venues & Event Spaces, Cocktail Bars","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJeTdFmdKs3oARnrtryo3LyCs,2026-03-28T21:18:58.899Z,false
34,Rustic Root,8.3,5534,4.0,2664,4.3,2870,$$,"Cocktail Bars, New American, Venues & Event Spaces","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJXzRXlllT2YARXnn6T9KCaDI,2026-03-28T21:18:58.899Z,false
35,Tacos El Gordo,8.8,5509,4.1,1511,4.5,3998,$$,Tacos,"San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJRy7n2KZT2YARtURvo0fW-y4,2026-03-28T21:18:58.899Z,false
36,True Food Kitchen,8.6,5467,4.2,3350,4.4,2117,$$,"New American, Breakfast & Brunch, Comfort Food","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJTzrgBjFV2YARMVJIkxR-Akw,2026-03-28T21:18:58.899Z,false
37,Bahn Thai,9.1,5300,4.5,3452,4.7,1848,$$,Thai,"San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJXYzpTx5V2YARVxS3J-j1wM8,2026-03-28T21:18:58.899Z,false
38,Il Fornaio,8.3,4943,3.8,2023,4.4,2920,$$$,"Italian, Seafood, Pizza","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJx0OsiktT2YARmfEfmWx7Vrk,2026-03-28T21:18:58.899Z,false
39,Parfait Paris,8.9,4838,4.4,2305,4.5,2533,$$,"Bakeries, Breakfast & Brunch, Patisserie/Cake Shop","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJpyJKMc9V2YARZ6pyt8VIA1U,2026-03-28T21:18:58.899Z,false
40,Cannonball,8.3,4758,4.0,2736,4.3,2022,$$,"Sushi Bars, Cocktail Bars, Asian Fusion","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ2xvq4w6q3oARsArmidIU0tc,2026-03-28T21:18:58.899Z,false
41,Old Town Tequila Factory,8.1,4753,4.0,2582,4.1,2171,$$,"Mexican, Bars","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ4-zRkd6q3oAR0Pr-uYsb25w,2026-03-28T21:18:58.899Z,false
42,Herb & Wood,8.6,4707,4.1,2235,4.5,2472,$$$,"New American, Seafood, Mediterranean","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ2_K2drNU2YAR-y2McDRLW_4,2026-03-28T21:18:58.899Z,false
43,Kettner Exchange,8.7,4692,4.2,2447,4.5,2245,$$,"Cocktail Bars, New American, Music Venues","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJs7N7gbRU2YARkSPbQpAGTUM,2026-03-28T21:18:58.899Z,false
44,The Waffle Spot,8.5,4672,4.1,2220,4.4,2452,$$,"Breakfast & Brunch, Waffles, Salad","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJawXUY9Oq3oARwgiRZMM2XFY,2026-03-28T21:18:58.899Z,false
45,Costa Brava,9.0,4512,4.4,2737,4.6,1775,$$,"Tapas Bars, Spanish, Basque","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJR7wNvcAB3IARlodw27RoQ9A,2026-03-28T21:18:58.899Z,false
46,Harney Sushi,8.3,4468,4.0,3047,4.4,1421,$$,"Japanese, Sushi Bars, Asian Fusion","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJtzf1QN6q3oARuVMH-L_HHTs,2026-03-28T21:18:58.899Z,false
47,Ristorante Illando,8.8,4399,4.4,3423,4.3,976,$$,Italian,"San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ584PBbJU2YARlnem1YX4xA8,2026-03-28T21:18:58.899Z,false
48,Havana Grill,9.1,4242,4.5,2066,4.6,2176,$$,"Cuban, Desserts, Juice Bars & Smoothies","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJqak_gH8A3IARd1rbfBbsySM,2026-03-28T21:18:58.899Z,false
49,Koon Thai Kitchen,8.5,4209,4.2,2989,4.4,1220,$$,Thai,"San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJrzCgFOn_24ARzbc6fZwQNII,2026-03-28T21:18:58.899Z,false
50,Pomegranate Russian-Georgian Restaurant,9.0,4122,4.4,2295,4.6,1827,$$,"Russian, Georgian","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ6xBQluRU2YAR8NOp6XqFXhk,2026-03-28T21:18:58.899Z,false
51,The Henry,9.0,4025,4.4,1645,4.6,2380,$$,"Coffee & Tea, New American, Breakfast & Brunch","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJi3RF_cus3oARQsD77LcbvhY,2026-03-28T21:18:58.899Z,false
52,Cross Street,8.8,3971,4.3,2445,4.5,1526,$$,"Korean, Beer Bar, Chicken Wings","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJNaLeSOv_24ARuBxQu2igcLs,2026-03-28T21:18:58.899Z,false
53,K Sandwiches,8.5,3861,4.0,2047,4.5,1814,$$,"Sandwiches, Bakeries, Coffee & Tea","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJqcMVTuL_24ARky09D2OvlSQ,2026-03-28T21:18:58.899Z,false
54,Haidilao Hotpot San Diego,9.3,3744,4.6,2093,4.7,1651,$$$,"Hot Pot, Chinese, Asian Fusion","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJOTT025QH3IARjMLQjJsWlsg,2026-03-28T21:18:58.899Z,false
55,Abbey's Real Texas BBQ,8.5,3725,4.2,2288,4.3,1437,$$,Barbeque,"San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ3b-qX1P_24ARC6odAY5wB74,2026-03-28T21:18:58.899Z,false
56,Starlite,8.5,3712,4.1,2547,4.5,1165,$$,"Cocktail Bars, Gastropubs","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ8aKflTSr3oAR-pSbTLFwINQ,2026-03-28T21:18:58.899Z,false
57,Allegro Restaurant and Bar,8.2,3666,4.0,2241,4.3,1425,$$$,"Italian, Venues & Event Spaces, Seafood","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ9YvX855V2YARPYuDnfFo3Z8,2026-03-28T21:18:58.899Z,false
58,Pete's Seafood and Sandwich,9.2,3608,4.5,1910,4.7,1698,$$,"Cafes, Seafood, Sandwiches","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJBXofAotU2YAR7ijKhDNDYp0,2026-03-28T21:18:58.899Z,false
59,Homestyle Hawaiian,8.1,3536,3.9,2292,4.3,1244,$$,"Hawaiian, Salad, Seafood","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ8yVW_uL_24ARYr7hSY31iQs,2026-03-28T21:18:58.899Z,false
60,Pop Pie,9.2,3492,4.5,1806,4.7,1686,$$,"Desserts, Coffee & Tea, Breakfast & Brunch","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJ-x07qOFU2YAR1CQDnslKByc,2026-03-28T21:18:58.899Z,false
61,"Claim Jumper Steakhouse & Bar - San Diego, CA",7.6,3450,3.1,826,4.0,2624,$$,"American, Seafood, Steakhouses","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJpR4dwaxU2YARXRIUUnE_QEI,2026-03-28T21:18:58.899Z,false
62,Shan Xi Magic Kitchen,8.4,3376,4.2,2301,4.2,1075,$$,"Chinese, Noodles, Seafood","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJOYQbX-v_24ARC9ksr5uv_mU,2026-03-28T21:18:58.899Z,false
63,Cowboy Star Restaurant and Butcher Shop,8.8,3366,4.3,2350,4.6,1016,$$$$,"Steakhouses, Bars","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJh9zLyl5T2YARkVCoUHxtxmI,2026-03-28T21:18:58.899Z,false
64,Sally's Waterfront Dining,8.2,2992,3.9,1409,4.3,1583,$$$,"Seafood, American, Bars","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJf1-0LVRT2YARPEztmTUgcKo,2026-03-28T21:18:58.899Z,false
65,Roy's Restaurant,7.5,2942,3.4,1413,4.1,1529,$$$,"Hawaiian, Asian Fusion, Seafood","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJMzICLVFT2YARfHUae9DCZXc,2026-03-28T21:18:58.899Z,false
66,Malibu Farm,8.8,2873,4.5,2056,4.2,817,,"Breakfast & Brunch, Desserts, Venues & Event Spaces","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJya3D_P1T2YARjok17sly35w,2026-03-28T21:18:58.899Z,false
67,Osteria Panevino,8.5,2871,4.2,1616,4.3,1255,$$$,"Tuscan, Seafood, Pasta Shops","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJXaIcSFhT2YARgEhK5SK3vfw,2026-03-28T21:18:58.899Z,false
68,The Melt,9.0,2535,4.5,915,4.5,1620,$$,"Burgers, Sandwiches, Chicken Shop","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJYU69NPJT2YARit6HjcmqiYM,2026-03-28T21:18:58.899Z,false
69,Zama San Diego,9.0,2257,4.3,848,4.6,1409,$$$,"Latin American, Sushi Bars, Steakhouses","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJDXRDaKNT2YARdPL4ryDWDn8,2026-03-28T21:18:58.899Z,false
70,Lucrezia La Jolla,8.9,1521,4.4,864,4.5,657,$$$,"Italian, Pizza","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJeZYrWQEH3IARyBR3rzoBFuI,2026-03-28T21:18:58.899Z,false
71,Mimoza Mediterranean Restaurant,9.3,1241,4.6,392,4.7,849,$$,"Mediterranean, Wraps","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJT_nvUDNT2YARpLI2pzpQCYE,2026-03-28T21:18:58.899Z,false
72,The Rooftop by STK,7.7,1082,3.5,627,4.3,455,$$$,"Lounges, Breakfast & Brunch, Cocktail Bars","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJP7ZwX1hT2YARjnMXgokaUlw,2026-03-28T21:18:58.899Z,false
73,Wolf In The Woods,9.4,886,4.7,513,4.7,373,$$$,"Wine Bars, Modern European, Tapas Bars","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJq6rmudeq3oARyQfZSR7FKao,2026-03-28T21:18:58.899Z,false
74,Smokin J's BBQ & Taphouse,8.9,753,4.4,279,4.5,474,$$,"Barbeque, Beer Bar, Cocktail Bars","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJY5BWQDVT2YARN4WCdcrlKTY,2026-03-28T21:18:58.899Z,false
75,Covewood Restaurant,8.0,674,3.5,212,4.2,462,,"New American, Seafood","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJN7_6JoWq3oARfeRubVhGQIk,2026-03-28T21:18:58.899Z,false
76,Saint James French Diner,8.5,558,4.2,316,4.3,242,$$,"French, Bars, Diners","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJx8_h_15T2YARTMY8E4nkOTI,2026-03-28T21:18:58.899Z,false
77,Bronze Bird,8.9,327,4.4,132,4.5,195,$$,"Beer, Wine & Spirits, New American, Venues & Event Spaces","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJC6FlH6hU2YARkfhWCkHvffg,2026-03-28T21:18:58.899Z,false
78,Dora Ristorante,9.1,218,4.5,105,4.6,113,,"Italian, Mediterranean, Seafood","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJrxVLbsgG3IARwRQXV63LAR4,2026-03-28T21:18:58.899Z,false
79,Witherby Bar & Restaurant,9.8,124,4.8,68,5.0,56,,"New American, Cocktail Bars, Tapas/Small Plates","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJHT5SDwBT2YARq5Xfrf_tRTM,2026-03-28T21:18:58.899Z,false
80,Timestead by Modern Times,9.0,44,4.2,18,4.7,26,$$,"Sports Bars, Burgers, Tapas/Small Plates","San Diego, CA",https://www.google.com/maps/place/?q=place_id:ChIJEe4B6OBV2YARg4_QeeLGAmA,2026-03-28T21:18:58.899Z,false
